"종목명","종가","대비","등락률","종목코드","EPS","PER","선행.EPS","선행.PER","BPS","PBR","주당배당금","배당수익률","시장구분","업종명","시가총액"
"이삭엔지니어링",6650,-190,-2.78,"351330",NA,NA,NA,NA,4896,1.36,0,0,NA,NA,NA
"이상네트웍스",5920,0,0,"080010",1191,4.97,NA,NA,13782,0.43,130,2.2,NA,NA,NA
"이수앱지스",5390,-60,-1.1,"086890",415,12.99,NA,NA,2809,1.92,0,0,NA,NA,NA
"이스트소프트",19940,-110,-0.55,"047560",NA,NA,NA,NA,6692,2.98,0,0,NA,NA,NA
"이스트에이드",2095,20,0.96,"239340",NA,NA,NA,NA,767,2.73,0,0,NA,NA,NA
"이씨에스",2745,5,0.18,"067010",219,12.53,NA,NA,4688,0.59,100,3.64,NA,NA,NA
"이엔셀",11820,0,0,"456070",NA,NA,NA,NA,4474,2.64,0,0,NA,NA,NA
"이엔에프테크놀로지",36800,-750,-2,"102710",2178,16.9,5441,6.76,27813,1.32,150,0.41,NA,NA,NA
"이엘씨",8800,50,0.57,"041520",NA,NA,NA,NA,15368,0.57,330,3.75,NA,NA,NA
"이엘피",2125,35,1.67,"063760",NA,NA,NA,NA,7068,0.3,50,2.35,NA,NA,NA
"이엠넷",2375,-25,-1.04,"123570",269,8.83,NA,NA,4446,0.53,60,2.53,NA,NA,NA
"이엠앤아이",848,12,1.44,"083470",70,12.11,NA,NA,699,1.21,0,0,NA,NA,NA
"이엠코리아",2025,-5,-0.25,"095190",NA,NA,NA,NA,1706,1.19,0,0,NA,NA,NA
"이엠텍",11150,-110,-0.98,"091120",NA,NA,NA,NA,12451,0.9,0,0,NA,NA,NA
"이오테크닉스",214000,2500,1.18,"039030",3540,60.45,5709,37.48,49352,4.34,500,0.23,NA,NA,NA
"이오플로우",1490,0,0,"294090",NA,NA,NA,NA,18,82.78,0,0,NA,NA,NA
"이원컴포텍",1091,4,0.37,"088290",NA,NA,NA,NA,655,1.67,0,0,NA,NA,NA
"이지바이오",5630,-130,-2.26,"353810",579,9.72,968,5.82,2538,2.22,200,3.55,NA,NA,NA
"이지케어텍",17610,-20,-0.11,"099750",180,97.83,NA,NA,5172,3.4,0,0,NA,NA,NA
"이지트로닉스",4530,-130,-2.79,"377330",NA,NA,NA,NA,6577,0.69,150,3.31,NA,NA,NA
"이지홀딩스",3715,-20,-0.54,"035810",263,14.13,NA,NA,10464,0.36,250,6.73,NA,NA,NA
"이크레더블",16450,50,0.3,"092130",1072,15.35,1027,16.02,4068,4.04,1590,9.67,NA,NA,NA
"이트론",271,0,0,"096040",NA,NA,NA,NA,100,2.71,0,0,NA,NA,NA
"이퓨쳐",4500,-80,-1.75,"134060",618,7.28,NA,NA,6103,0.74,250,5.56,NA,NA,NA
"이화공영",1616,0,0,"001840",NA,NA,NA,NA,756,2.14,0,0,NA,NA,NA
"이화전기",899,0,0,"024810",NA,NA,NA,NA,1040,0.86,0,0,NA,NA,NA
"인바디",24000,600,2.56,"041830",2557,9.39,2669,8.99,21471,1.12,400,1.67,NA,NA,NA
"인바이오",2470,25,1.02,"352940",59,41.86,NA,NA,3807,0.65,0,0,NA,NA,NA
"인베니아",690,10,1.47,"079950",NA,NA,NA,NA,1147,0.6,0,0,NA,NA,NA
"인벤티지랩",33400,-1050,-3.05,"389470",NA,NA,NA,NA,3223,10.36,0,0,NA,NA,NA
"인산가",1350,0,0,"277410",23,58.7,NA,NA,1732,0.78,20,1.48,NA,NA,NA
"인선이엔티",5400,50,0.93,"060150",NA,NA,NA,NA,7245,0.75,0,0,NA,NA,NA
"인성정보",2020,-15,-0.74,"033230",NA,NA,NA,NA,1756,1.15,0,0,NA,NA,NA
"인스웨이브",4015,-60,-1.47,"450520",NA,NA,NA,NA,2992,1.34,0,0,NA,NA,NA
"인스피언",6500,-70,-1.07,"465480",507,12.82,NA,NA,5194,1.25,0,0,NA,NA,NA
"인지디스플레",1368,-21,-1.51,"037330",NA,NA,NA,NA,4858,0.28,25,1.83,NA,NA,NA
"인지소프트",17740,-50,-0.28,"100030",960,18.48,NA,NA,19056,0.93,0,0,NA,NA,NA
"인카금융서비스",12030,130,1.09,"211050",1260,9.55,1774,6.78,3048,3.95,100,0.83,NA,NA,NA
"인콘",338,-4,-1.17,"083640",NA,NA,NA,NA,1005,0.34,0,0,NA,NA,NA
"인크레더블버즈",2075,20,0.97,"064090",462,4.49,NA,NA,1947,1.07,0,0,NA,NA,NA
"인크로스",8070,90,1.13,"216050",806,10.01,NA,NA,9944,0.81,242,3,NA,NA,NA
"인탑스",16030,-250,-1.54,"049070",1345,11.92,1529,10.48,41568,0.39,200,1.25,NA,NA,NA
"인터로조",19700,320,1.65,"119610",15,1313.33,NA,NA,13561,1.45,300,1.52,NA,NA,NA
"인터엠",1045,13,1.26,"017250",114,9.17,NA,NA,1992,0.52,0,0,NA,NA,NA
"인터플렉스",8880,-150,-1.66,"051370",2363,3.76,1331,6.67,12079,0.74,0,0,NA,NA,NA
"인텍플러스",8950,-120,-1.32,"064290",NA,NA,381,23.5,3671,2.44,0,0,NA,NA,NA
"인텔리안테크",50300,600,1.21,"189300",NA,NA,2179,23.08,25493,1.97,100,0.2,NA,NA,NA
"인투셀",26100,1500,6.1,"287840",NA,NA,NA,NA,566,46.11,0,0,NA,NA,NA
"인트로메딕",5850,0,0,"150840",NA,NA,NA,NA,136,43.01,0,0,NA,NA,NA
"인트론바이오",4235,30,0.71,"048530",NA,NA,NA,NA,2620,1.62,100,2.36,NA,NA,NA
"인포바인",59000,0,0,"115310",4186,14.09,NA,NA,52994,1.11,1200,2.03,NA,NA,NA
"인포뱅크",6260,90,1.46,"039290",NA,NA,NA,NA,8249,0.76,10,0.16,NA,NA,NA
"인피니트헬스케어",6770,-10,-0.15,"071200",1802,3.76,NA,NA,7298,0.93,0,0,NA,NA,NA
"인화정공",37050,3150,9.29,"101930",4187,8.85,NA,NA,27880,1.33,700,1.89,NA,NA,NA
"일승",4220,100,2.43,"333430",57,74.04,NA,NA,1237,3.41,0,0,NA,NA,NA
"일신바이오",1836,-33,-1.77,"068330",91,20.18,NA,NA,1450,1.27,7,0.38,NA,NA,NA
"일월지엠엘",2710,-20,-0.73,"178780",520,5.21,NA,NA,1928,1.41,0,0,NA,NA,NA
"일지테크",4445,-45,-1,"019540",1703,2.61,NA,NA,11378,0.39,100,2.25,NA,NA,NA
"일진파워",10740,-450,-4.02,"094820",692,15.52,NA,NA,8861,1.21,330,3.07,NA,NA,NA
"잉크테크",3300,-15,-0.45,"049550",157,21.02,NA,NA,3872,0.85,0,0,NA,NA,NA
"자람테크놀로지",42300,-1350,-3.09,"389020",323,130.96,NA,NA,6860,6.17,0,0,NA,NA,NA
"자비스",1425,-2,-0.14,"254120",43,33.14,NA,NA,937,1.52,0,0,NA,NA,NA
"자연과환경",719,4,0.56,"043910",NA,NA,NA,NA,791,0.91,0,0,NA,NA,NA
"자이글",5440,-90,-1.63,"234920",NA,NA,NA,NA,1831,2.97,0,0,NA,NA,NA
"자이언트스텝",6590,60,0.92,"289220",NA,NA,NA,NA,3077,2.14,0,0,NA,NA,NA
"장원테크",2650,0,0,"174880",1088,2.44,NA,NA,16697,0.16,0,0,NA,NA,NA
"재영솔루텍",780,-2,-0.26,"049630",49,15.92,NA,NA,824,0.95,0,0,NA,NA,NA
"저스템",10170,-80,-0.78,"417840",NA,NA,NA,NA,6802,1.5,0,0,NA,NA,NA
"전진바이오팜",3410,150,4.6,"110020",505,6.75,NA,NA,1950,1.75,0,0,NA,NA,NA
"정다운",2735,10,0.37,"208140",364,7.51,NA,NA,4076,0.67,250,9.14,NA,NA,NA
"정상제이엘에스",6410,30,0.47,"040420",509,12.59,NA,NA,5636,1.14,530,8.27,NA,NA,NA
"정원엔시스",958,4,0.42,"045510",30,31.93,NA,NA,1397,0.69,0,0,NA,NA,NA
"제너셈",6930,0,0,"217190",694,9.99,816,8.49,5701,1.22,75,1.08,NA,NA,NA
"제넥신",5420,-160,-2.87,"095700",NA,NA,NA,NA,5754,0.94,0,0,NA,NA,NA
"제노레이",5770,0,0,"122310",NA,NA,NA,NA,6769,0.85,180,3.12,NA,NA,NA
"제노코",17080,70,0.41,"361390",NA,NA,456,37.48,4575,3.73,0,0,NA,NA,NA
"제놀루션",2175,0,0,"225220",NA,NA,NA,NA,4447,0.49,0,0,NA,NA,NA
"제닉",35400,-700,-1.94,"123330",1036,34.17,4298,8.24,2831,12.5,0,0,NA,NA,NA
"제닉스",7360,-10,-0.14,"381620",444,16.58,NA,NA,4364,1.69,100,1.36,NA,NA,NA
"제로투세븐",4730,-60,-1.25,"159580",25,189.2,NA,NA,4033,1.17,50,1.06,NA,NA,NA
"제룡산업",6000,-80,-1.32,"147830",326,18.4,NA,NA,4103,1.46,200,3.33,NA,NA,NA
"제룡전기",37700,-600,-1.57,"033100",4976,7.58,NA,NA,12246,3.08,1000,2.65,NA,NA,NA
"제우스",11960,-140,-1.16,"079370",1358,8.81,1008,11.87,11180,1.07,100,0.84,NA,NA,NA
"제이브이엠",26600,100,0.38,"054950",2504,10.62,2810,9.47,17567,1.51,500,1.88,NA,NA,NA
"제이스코홀딩스",1784,-6,-0.34,"023440",NA,NA,NA,NA,744,2.4,0,0,NA,NA,NA
"제이스텍",3755,-10,-0.27,"090470",NA,NA,NA,NA,9415,0.4,50,1.33,NA,NA,NA
"제이씨케미칼",4005,-60,-1.48,"137950",278,14.41,NA,NA,7589,0.53,150,3.75,NA,NA,NA
"제이씨현시스템",5490,-70,-1.26,"033320",98,56.02,NA,NA,5673,0.97,0,0,NA,NA,NA
"제이아이테크",3300,15,0.46,"417500",337,9.79,NA,NA,2272,1.45,100,3.03,NA,NA,NA
"제이앤티씨",17450,400,2.35,"204270",NA,NA,1661,10.51,5907,2.95,0,0,NA,NA,NA
"제이에스링크",15120,-20,-0.13,"127120",NA,NA,NA,NA,1113,13.58,0,0,NA,NA,NA
"제이에스티나",2995,30,1.01,"026040",NA,NA,NA,NA,2816,1.06,0,0,NA,NA,NA
"제이엔비",5590,-110,-1.93,"452160",209,26.75,NA,NA,3962,1.41,0,0,NA,NA,NA
"제이엔케이글로벌",4515,-85,-1.85,"126880",3949,1.14,NA,NA,9223,0.49,50,1.11,NA,NA,NA
"제이엘케이",6060,-80,-1.3,"322510",NA,NA,NA,NA,1958,3.09,0,0,NA,NA,NA
"제이엠아이",884,-12,-1.34,"033050",118,7.49,NA,NA,1762,0.5,0,0,NA,NA,NA
"제이엠티",2625,60,2.34,"094970",533,4.92,NA,NA,8208,0.32,30,1.14,NA,NA,NA
"제이오",8810,-150,-1.67,"418550",NA,NA,NA,NA,5983,1.47,0,0,NA,NA,NA
"제이투케이바이오",10090,0,0,"420570",NA,NA,NA,NA,5467,1.85,200,1.98,NA,NA,NA
"제이티",4075,0,0,"089790",457,8.92,NA,NA,7014,0.58,0,0,NA,NA,NA
"제일바이오",2080,0,0,"052670",NA,NA,NA,NA,1142,1.82,0,0,NA,NA,NA
"제일엠앤에스",3935,0,0,"412540",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"제일일렉트릭",12650,-700,-5.24,"199820",464,27.26,920,13.76,6862,1.84,100,0.79,NA,NA,NA
"제일테크노스",6380,-30,-0.47,"038010",2485,2.57,NA,NA,15849,0.4,120,1.88,NA,NA,NA
"제주반도체",15110,-80,-0.53,"080220",581,26.01,NA,NA,5469,2.76,0,0,NA,NA,NA
"제테마",7040,-40,-0.56,"216080",NA,NA,83,84.37,2021,3.48,0,0,NA,NA,NA
"젝시믹스",6220,-50,-0.8,"337930",706,8.81,853,7.29,3782,1.64,180,2.89,NA,NA,NA
"젠큐릭스",1567,-52,-3.21,"229000",NA,NA,NA,NA,943,1.66,0,0,NA,NA,NA
"젬백스",57800,-100,-0.17,"082270",NA,NA,NA,NA,731,79.07,0,0,NA,NA,NA
"조광ILI",732,0,0,"044060",NA,NA,NA,NA,460,1.59,0,0,NA,NA,NA
"조아제약",1099,-33,-2.92,"034940",NA,NA,NA,NA,1013,1.08,0,0,NA,NA,NA
"조이시티",2000,-10,-0.5,"067000",NA,NA,NA,NA,1366,1.46,0,0,NA,NA,NA
"좋은사람들",1392,95,7.32,"033340",4,348,NA,NA,584,2.38,0,0,NA,NA,NA
"주성엔지니어링",28900,-250,-0.86,"036930",2272,12.72,2309,12.51,12400,2.33,287,0.99,NA,NA,NA
"중앙백신",10000,-30,-0.3,"072020",713,14.03,NA,NA,10866,0.92,170,1.7,NA,NA,NA
"중앙에너비스",15720,190,1.22,"000440",NA,NA,NA,NA,12305,1.28,320,2.04,NA,NA,NA
"중앙첨단소재",3385,-205,-5.71,"051980",NA,NA,NA,NA,962,3.52,0,0,NA,NA,NA
"지노믹트리",14000,-370,-2.57,"228760",NA,NA,NA,NA,5164,2.71,0,0,NA,NA,NA
"지놈앤컴퍼니",2840,-90,-3.07,"314130",NA,NA,NA,NA,1472,1.93,0,0,NA,NA,NA
"지니너스",1857,-54,-2.83,"389030",NA,NA,NA,NA,667,2.78,0,0,NA,NA,NA
"지니언스",23200,800,3.57,"263860",1264,18.35,1454,15.95,6583,3.52,250,1.08,NA,NA,NA
"지니틱스",949,-41,-4.14,"303030",18,52.72,NA,NA,474,2,0,0,NA,NA,NA
"지더블유바이텍",577,0,0,"036180",NA,NA,NA,NA,331,1.74,0,0,NA,NA,NA
"지란지교시큐리티",2815,-35,-1.23,"208350",NA,NA,NA,NA,6171,0.46,0,0,NA,NA,NA
"지씨셀",21200,-200,-0.93,"144510",NA,NA,NA,NA,30464,0.7,0,0,NA,NA,NA
"지씨지놈",8610,-160,-1.82,"340450",NA,NA,NA,NA,1692,5.09,0,0,NA,NA,NA
"지아이이노베이션",20700,100,0.49,"358570",NA,NA,NA,NA,535,38.69,0,0,NA,NA,NA
"지아이텍",2070,-40,-1.9,"382480",135,15.33,NA,NA,2111,0.98,11,0.53,NA,NA,NA
"지앤비에스 에코",3590,15,0.42,"382800",403,8.91,NA,NA,3521,1.02,0,0,NA,NA,NA
"지어소프트",10350,-90,-0.86,"051160",1193,8.68,NA,NA,9794,1.06,0,0,NA,NA,NA
"지에스이",2890,30,1.05,"053050",119,24.29,NA,NA,3148,0.92,40,1.38,NA,NA,NA
"지에프씨생명과학",18950,-1450,-7.11,"388610",NA,NA,NA,NA,2483,7.63,0,0,NA,NA,NA
"지엔씨에너지",32550,-600,-1.81,"119850",2582,12.61,3314,9.82,10652,3.06,100,0.31,NA,NA,NA
"지엔코",892,-239,-21.13,"065060",NA,NA,NA,NA,2747,0.32,0,0,NA,NA,NA
"지엘팜텍",1162,2,0.17,"204840",NA,NA,NA,NA,256,4.54,0,0,NA,NA,NA
"지오엘리먼트",6510,-20,-0.31,"311320",266,24.47,NA,NA,4267,1.53,50,0.77,NA,NA,NA
"지투파워",9570,-70,-0.73,"388050",226,42.35,352,27.16,1967,4.87,0,0,NA,NA,NA
"진로발효",19770,-100,-0.5,"018120",1549,12.76,NA,NA,13057,1.51,1100,5.56,NA,NA,NA
"진매트릭스",2600,0,0,"109820",NA,NA,NA,NA,963,2.7,0,0,NA,NA,NA
"진바이오텍",4310,30,0.7,"086060",333,12.94,NA,NA,5920,0.73,0,0,NA,NA,NA
"진성티이씨",12100,-400,-3.2,"036890",1049,11.53,1359,8.9,13124,0.92,200,1.65,NA,NA,NA
"진시스템",5970,0,0,"363250",NA,NA,NA,NA,2830,2.11,0,0,NA,NA,NA
"진양제약",6310,-110,-1.71,"007370",2692,2.34,NA,NA,10491,0.6,150,2.38,NA,NA,NA
"진영",2245,-10,-0.44,"285800",NA,NA,NA,NA,2169,1.04,0,0,NA,NA,NA
"차바이오텍",11480,40,0.35,"085660",NA,NA,NA,NA,4463,2.57,0,0,NA,NA,NA
"차백신연구소",2960,5,0.17,"261780",NA,NA,NA,NA,1033,2.87,0,0,NA,NA,NA
"차이커뮤니케이션",7120,-10,-0.14,"351870",NA,NA,NA,NA,4541,1.57,0,0,NA,NA,NA
"참좋은여행",6830,0,0,"094850",233,29.31,NA,NA,6443,1.06,0,0,NA,NA,NA
"창해에탄올",10510,-140,-1.31,"004650",1650,6.37,NA,NA,17539,0.6,600,5.71,NA,NA,NA
"천보",46250,-1950,-4.05,"278280",NA,NA,89,517.72,36848,1.26,0,0,NA,NA,NA
"청담글로벌",9280,-40,-0.43,"362320",72,128.89,1064,8.73,3764,2.47,0,0,NA,NA,NA
"체리부로",796,-2,-0.25,"066360",NA,NA,NA,NA,1577,0.5,0,0,NA,NA,NA
"초록뱀미디어",5310,70,1.34,"047820",NA,NA,NA,NA,10802,0.49,0,0,NA,NA,NA
"칩스앤미디어",17000,-440,-2.52,"094360",487,34.91,545,31.18,3778,4.5,100,0.59,NA,NA,NA
"카스",1252,-15,-1.18,"016920",53,23.62,NA,NA,2837,0.44,10,0.8,NA,NA,NA
"카이노스메드",1091,-5,-0.46,"284620",NA,NA,NA,NA,64,17.05,0,0,NA,NA,NA
"카카오게임즈",17290,360,2.13,"293490",NA,NA,158,109.12,16316,1.06,0,0,NA,NA,NA
"카티스",2490,10,0.4,"140430",NA,NA,NA,NA,1922,1.3,0,0,NA,NA,NA
"카페24",44100,700,1.61,"042000",1069,41.25,1946,22.66,8916,4.95,0,0,NA,NA,NA
"캐리",4890,140,2.95,"313760",NA,NA,NA,NA,2581,1.89,0,0,NA,NA,NA
"캐리소프트",4725,-15,-0.32,"317530",NA,NA,NA,NA,1232,3.84,0,0,NA,NA,NA
"캐스텍코리아",1630,41,2.58,"071850",NA,NA,NA,NA,3274,0.5,0,0,NA,NA,NA
"캐프",2515,-10,-0.4,"198080",886,2.84,NA,NA,5382,0.47,0,0,NA,NA,NA
"캔버스엔",4095,-5,-0.12,"210120",NA,NA,NA,NA,728,5.63,0,0,NA,NA,NA
"캠시스",975,0,0,"050110",NA,NA,NA,NA,1037,0.94,0,0,NA,NA,NA
"캡스톤파트너스",3175,-5,-0.16,"452300",130,24.42,NA,NA,2297,1.38,26,0.82,NA,NA,NA
"컨텍",8940,10,0.11,"451760",NA,NA,141,63.6,6281,1.42,0,0,NA,NA,NA
"컴투스",38750,50,0.13,"078340",NA,NA,2250,17.22,84443,0.46,1300,3.35,NA,NA,NA
"컴투스홀딩스",25650,-150,-0.58,"063080",NA,NA,NA,NA,36433,0.7,0,0,NA,NA,NA
"컴퍼니케이",6580,50,0.77,"307930",134,49.1,NA,NA,4777,1.38,0,0,NA,NA,NA
"케스피온",473,-18,-3.67,"079190",NA,NA,NA,NA,470,1.01,0,0,NA,NA,NA
"케어랩스",5140,-130,-2.47,"263700",NA,NA,NA,NA,2497,2.06,0,0,NA,NA,NA
"케어젠",57000,-2700,-4.52,"214370",658,86.63,NA,NA,4563,12.49,640,1.12,NA,NA,NA
"케이디켐",11450,-80,-0.69,"221980",1424,8.04,NA,NA,26942,0.42,500,4.37,NA,NA,NA
"케이바이오",278,-2,-0.71,"038530",NA,NA,NA,NA,488,0.57,0,0,NA,NA,NA
"케이사인",12480,1920,18.18,"192250",245,50.94,NA,NA,12984,0.96,200,1.6,NA,NA,NA
"케이쓰리아이",4860,-55,-1.12,"431190",NA,NA,NA,NA,4063,1.2,0,0,NA,NA,NA
"케이씨에스",9180,80,0.88,"115500",167,54.97,NA,NA,1573,5.84,180,1.96,NA,NA,NA
"케이씨티",3745,185,5.2,"089150",51,73.43,NA,NA,1972,1.9,60,1.6,NA,NA,NA
"케이씨피드",2760,-10,-0.36,"025880",433,6.37,NA,NA,4512,0.61,100,3.62,NA,NA,NA
"케이아이엔엑스",87400,-400,-0.46,"093320",3736,23.39,5143,16.99,39126,2.23,600,0.69,NA,NA,NA
"케이알엠",4500,50,1.12,"093640",NA,NA,NA,NA,2504,1.8,0,0,NA,NA,NA
"케이에스피",4425,230,5.48,"073010",387,11.43,NA,NA,1782,2.48,15,0.34,NA,NA,NA
"케이엔더블유",4300,-105,-2.38,"105330",217,19.82,NA,NA,8075,0.53,0,0,NA,NA,NA
"케이엔솔",12210,-90,-0.73,"053080",1048,11.65,NA,NA,14313,0.85,300,2.46,NA,NA,NA
"케이엔알시스템",11070,120,1.1,"199430",NA,NA,NA,NA,2593,4.27,0,0,NA,NA,NA
"케이엔에스",10760,-60,-0.55,"432470",227,47.4,NA,NA,6265,1.72,0,0,NA,NA,NA
"케이엔제이",17700,150,0.85,"272110",1353,13.08,NA,NA,9126,1.94,0,0,NA,NA,NA
"케이엘넷",3055,75,2.52,"039420",394,7.75,NA,NA,2804,1.09,100,3.27,NA,NA,NA
"케이엠",3065,45,1.49,"083550",NA,NA,NA,NA,10514,0.29,20,0.65,NA,NA,NA
"케이엠더블유",13970,-240,-1.69,"032500",NA,NA,1614,8.65,3607,3.87,0,0,NA,NA,NA
"케이엠제약",624,-9,-1.42,"225430",NA,NA,NA,NA,1170,0.53,0,0,NA,NA,NA
"케이옥션",4615,95,2.1,"102370",NA,NA,NA,NA,4275,1.08,0,0,NA,NA,NA
"케이웨더",3265,30,0.93,"068100",NA,NA,NA,NA,1337,2.44,0,0,NA,NA,NA
"케이이엠텍",1950,-50,-2.5,"106080",NA,NA,NA,NA,1382,1.41,0,0,NA,NA,NA
"케이지에이",5610,-350,-5.87,"455180",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"케이티알파",4960,-40,-0.8,"036030",401,12.37,NA,NA,5330,0.93,0,0,NA,NA,NA
"케이프",6910,360,5.5,"064820",563,12.27,NA,NA,7695,0.9,300,4.34,NA,NA,NA
"케이피에프",4875,-25,-0.51,"024880",1108,4.4,NA,NA,11922,0.41,150,3.08,NA,NA,NA
"케이피엠테크",254,-4,-1.55,"042040",NA,NA,NA,NA,393,0.65,0,0,NA,NA,NA
"케이피티유",3650,10,0.27,"054410",552,6.61,NA,NA,9211,0.4,0,0,NA,NA,NA
"케일럼",1866,-9,-0.48,"258610",202,9.24,NA,NA,1340,1.39,0,0,NA,NA,NA
"켄코아에어로스페이스",11980,350,3.01,"274090",NA,NA,NA,NA,14188,0.84,0,0,NA,NA,NA
"켐트로닉스",21550,-100,-0.46,"089010",1370,15.73,NA,NA,12908,1.67,200,0.93,NA,NA,NA
"켐트로스",4420,-15,-0.34,"220260",194,22.78,NA,NA,2510,1.76,0,0,NA,NA,NA
"코나아이",55100,1100,2.04,"052400",2114,26.06,NA,NA,13688,4.03,680,1.23,NA,NA,NA
"코난테크놀로지",32250,350,1.1,"402030",NA,NA,NA,NA,1711,18.85,0,0,NA,NA,NA
"코닉오토메이션",1549,-6,-0.39,"391710",25,61.96,NA,NA,621,2.49,0,0,NA,NA,NA
"코다코",10280,0,0,"046070",5800,1.77,NA,NA,1051,9.78,0,0,NA,NA,NA
"코데즈컴바인",1763,45,2.62,"047770",55,32.05,NA,NA,1738,1.01,0,0,NA,NA,NA
"코디",1399,-15,-1.06,"080530",15,93.27,145,9.68,927,1.51,0,0,NA,NA,NA
"코렌텍",6290,180,2.95,"104540",NA,NA,NA,NA,5368,1.17,0,0,NA,NA,NA
"코리아나",2840,-90,-3.07,"027050",27,105.19,NA,NA,2858,0.99,0,0,NA,NA,NA
"코리아에셋투자증권",7300,-90,-1.22,"190650",909,8.03,NA,NA,14561,0.5,500,6.85,NA,NA,NA
"코리아에프티",5060,-80,-1.56,"123410",1261,4.01,1443,3.51,7705,0.66,150,2.96,NA,NA,NA
"코맥스",2885,0,0,"036690",NA,NA,NA,NA,1598,1.81,0,0,NA,NA,NA
"코메론",11740,130,1.12,"049430",3032,3.87,NA,NA,26081,0.45,300,2.56,NA,NA,NA
"코미코",59500,-500,-0.83,"183300",5402,11.01,6632,8.97,26373,2.26,1000,1.68,NA,NA,NA
"코미팜",5270,-80,-1.5,"041960",188,28.03,NA,NA,899,5.86,0,0,NA,NA,NA
"코세스",10230,570,5.9,"089890",NA,NA,NA,NA,3809,2.69,0,0,NA,NA,NA
"코셈",8620,-10,-0.12,"360350",119,72.44,NA,NA,4060,2.12,0,0,NA,NA,NA
"코스나인",480,0,0,"082660",NA,NA,NA,NA,222,2.16,0,0,NA,NA,NA
"코스맥스엔비티",4235,-35,-0.82,"222040",NA,NA,477,8.88,2790,1.52,0,0,NA,NA,NA
"코스메카코리아",66700,600,0.91,"241710",4007,16.65,4884,13.66,20450,3.26,100,0.15,NA,NA,NA
"코스텍시스",11140,-520,-4.46,"355150",NA,NA,489,22.76,3045,3.66,0,0,NA,NA,NA
"코아스템켐온",3075,-70,-2.23,"166480",NA,NA,NA,NA,1921,1.6,0,0,NA,NA,NA
"코아시아",3690,-55,-1.47,"045970",NA,NA,NA,NA,3669,1.01,0,0,NA,NA,NA
"코아시아씨엠",675,-7,-1.03,"196450",NA,NA,NA,NA,1282,0.53,0,0,NA,NA,NA
"코어라인소프트",5220,-60,-1.14,"384470",NA,NA,NA,NA,265,19.7,0,0,NA,NA,NA
"코오롱생명과학",33300,150,0.45,"102940",NA,NA,NA,NA,12021,2.77,0,0,NA,NA,NA
"코웰패션",2160,-40,-1.82,"033290",326,6.63,NA,NA,6592,0.33,0,0,NA,NA,NA
"코위버",5490,60,1.1,"056360",NA,NA,NA,NA,13849,0.4,30,0.55,NA,NA,NA
"코윈테크",12340,50,0.41,"282880",1438,8.58,1885,6.55,15737,0.78,200,1.62,NA,NA,NA
"코이즈",868,-31,-3.45,"121850",NA,NA,NA,NA,404,2.15,0,0,NA,NA,NA
"코츠테크놀로지",24800,-50,-0.2,"448710",1873,13.24,NA,NA,10289,2.41,150,0.6,NA,NA,NA
"코칩",12010,-140,-1.15,"126730",420,28.6,NA,NA,6568,1.83,0,0,NA,NA,NA
"코콤",4235,20,0.47,"015710",145,29.21,NA,NA,7470,0.57,70,1.65,NA,NA,NA
"코텍",9820,100,1.03,"052330",2087,4.71,NA,NA,26307,0.37,250,2.55,NA,NA,NA
"코퍼스코리아",1201,-4,-0.33,"322780",NA,NA,NA,NA,860,1.4,0,0,NA,NA,NA
"콜마비앤에이치",14630,150,1.04,"200130",621,23.56,764,19.16,13868,1.05,308,2.11,NA,NA,NA
"쿠콘",40050,1950,5.12,"294570",1560,25.67,2081,19.24,14396,2.78,150,0.37,NA,NA,NA
"퀀타매트릭스",4550,150,3.41,"317690",NA,NA,NA,NA,395,11.52,0,0,NA,NA,NA
"퀀텀온",612,0,0,"227100",NA,NA,NA,NA,159,3.85,0,0,NA,NA,NA
"퀄리타스반도체",13570,-350,-2.51,"432720",NA,NA,NA,NA,3637,3.73,0,0,NA,NA,NA
"큐라클",4910,-160,-3.16,"365270",NA,NA,NA,NA,1893,2.59,0,0,NA,NA,NA
"큐라티스",1002,10,1.01,"348080",NA,NA,NA,NA,353,2.84,0,0,NA,NA,NA
"큐렉소",8650,-90,-1.03,"060280",NA,NA,NA,NA,2273,3.81,0,0,NA,NA,NA
"큐로셀",36950,850,2.35,"372320",NA,NA,NA,NA,2074,17.82,0,0,NA,NA,NA
"큐로홀딩스",790,-47,-5.62,"051780",NA,NA,NA,NA,1114,0.71,0,0,NA,NA,NA
"큐리언트",10620,-280,-2.57,"115180",NA,NA,NA,NA,1683,6.31,0,0,NA,NA,NA
"큐리옥스바이오시스템즈",38900,-200,-0.51,"445680",NA,NA,NA,NA,3016,12.9,0,0,NA,NA,NA
"큐브엔터",17050,-100,-0.58,"182360",1159,14.71,691,24.69,11261,1.51,0,0,NA,NA,NA
"큐알티",12610,-340,-2.63,"405100",238,52.98,NA,NA,7734,1.63,480,3.81,NA,NA,NA
"큐에스아이",7840,-20,-0.25,"066310",360,21.78,NA,NA,9493,0.83,100,1.28,NA,NA,NA
"큐캐피탈",281,-7,-2.43,"016600",10,28.1,NA,NA,791,0.36,0,0,NA,NA,NA
"크라우드웍스",8250,-80,-0.96,"355390",NA,NA,NA,NA,1015,8.13,0,0,NA,NA,NA
